id,text,url,HS,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
584,Gitu ya 😂😂😂😂,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
585,Manusia biadab ini ..sengaja di lindas bukan nya berhenti malah di gasss ..pecattttt,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,1,1,0,0,0,0,0,1,1,0,0
586,Alahhh polisi banyak alesan banyak kejahatan  mana ada polisi yg ngaku walow kepepet mlh nangkap orang lain di jadikan tumbal polisi jarang yg jujur ada pun segelintir sajah kebanyakan polisi sombong angkuh olh seragam muak lihat polisi Indonesia akibat pori di angkat Jokowi bisa disetir untuk mengembangkan kekacowan agar NKRI bubar inih sipat pki gaya baru bro yg di hipnotis PKI adalah pori bro,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,1,0,1,0,0,0,0,1,0,1,0
587,Alhamdulilah 🤲,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
588,Spion untuk melihat ke belakang.,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
589,"Pernah dulu saya sopir angkot, dibelakang sirine konvoi mobil brimob, pada hal  saya udah minggir, eee mobil angkot saya ditendang sama oknom brimob yg arogan, dasar bangsat emang",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,1,1,0,0,0,0,0,1,0,1,0
590,"Apa hubungannya dg spion ?, Nabraknya kan dari depan.",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
591,Gmn g sengaja itu kan didpn mata apa g kelihatan apa rabun warna matanya jgn pinter ngeles tanggung jawab di akhirat mlh lbh berat lo,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,1,1,0,0,0,1,0,1,1,0,0
592,Spion rusak? Mau tanya...kaca spion itu menghadap ke depan atau belakang? Yang di katakan nabrak itu korbannya di depan atau belakang?,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
593,"PKI tetap watak PKI , tidak ada balas kasihan",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,1,0,1,0,1,0,0,1,0,1,0
594,"Minimal kalo mau ngeles yg pintar, cari alasan tuh yg masuk akal. Kalo nyetirnya sambil mabvk miras ya ngaku aja. Kalo nge-fly abis mukbang kecubung ya ngaku juga. Kalo waktu nabrak lg tinggi karena narkoboy jujur saja. Harusnya sebagai hukuman situ dilindas juga, pakai traktor.",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
595,"Apapun alibinya, akibat perbuatannya menyebabkan orang mati.......tetap dihukum.",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
596,Apa hubungannya spion kiri dahh?,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
597,"Alasan yg dicari"" .tanpa sengaja atau lalai hingga seseorang meninggal termasuk pidana",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,0,0,0,0,0,0,0,0,0,0,0
598,Pecat dan hukum. Jangan banyak ngeles,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,1,1,0,0,0,0,0,1,1,0,0
599,"Itu semua bohong Arfan sengaja di tabrak  Brimob jgn banyak dalih kalau udah salah ,tetap salah , seharus di penjara 15  tahun  atau seumur hidup",https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,1,1,0,0,0,0,0,1,1,0,0
600,Hukum mati😂 😂😂,https://youtu.be/aFx3uoYCC3w?si=NZAhJcoW_jpS1asi,1,1,0,0,0,0,0,1,0,0,1
601,yaallah semoga brimob itu dibalas oleh allah ya allah,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
602,Berhenti berhenti berhenti kasihan kasihan itu kasihan kasihan penting berhentiin udah udah jangan ditabrak lagi itu nanti orangnya meninggal lagi udah jangan jangan jangan kue tabrak balik kowe tabrak wae paket terkirim apa ora iso kan lawan aku kalau tulang punggung itu kalau tulang bungkuk itu tuh kasihan banget kasihan banget ya itu kasihan banget kasihan banget ojeknya itu tuh Abang ojeknya itu tuh aneh Abang ojeknya aneh daripada mobil demonya daripada mobil demonya 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
603,ya allah semoga  nyeper mobil bremop di beles sama allah aminn,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
604,Semua orang rame bahas MAHARAJA188 🎶,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
605,Sedih banget 😭😭😭😭😭,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
606,tragis banget😭😭😭😭,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
607,ya Allah semoga Afan Kurniawan tenang di sana amin,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
608,Innalillahi😱😱😱😱😨😨😨😰😰😭😭😭😭😭😭😭,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
609,Bahagia kamu dsurga...tugas mu didunia telah selesai,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
610,Dpr annying,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
611,"Pelindung masyarakat, tapi tidak pernah menjadi pelindung",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
612,INIGIMANA  INI  CARANYA  KOK  BISA  NABARK   APA  GALIAT  POLISINYA  KAN  ADA  IJOIJO😮❤,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
613,Musuh masyarakat. Bukan pelindung masyarakat,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
614,Demo   apa,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
615,Cerita bikin sentuh hati😢,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
616,Kepala otak ke mana bang kenapa kuantan kerusi polisi taip bantat ulangan bodoh,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,0,1,0,0,0,0,1,0,1,0
617,Affan di dorong sama orang baju putih jaket hitam celana putih,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
618,"Coba lacak fidio yg mendorong Afan...
Mukin ini bisa di lacak",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
619,Saya berduka cita,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
620,PRAJURIT SEJATI INGKAR JANJI,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,0,1,0,0,0,0,1,0,1,0
621,RIP AFAN🙏🙏 semoga semua anggota brimop yang nabrak kamuh mengalami hal lebih sadis mreka semua sekeluarga 😥😥😥,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
622,Gila gila kasihan innalillahi wainnalillahi rajiun 😢,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
623,emang anjingggg baget polisi,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,0,1,0,0,0,0,1,0,1,0
624,😭😭😭😭😭 Afan,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
625,Ngapain sih ada demo²,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
626,Allah hukbar!😊,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
627,Aku nganggor suwe,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
628,Aparat keparat,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,0,1,0,0,0,0,1,0,1,0
629,Bagus,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
630,Wah hukuman nya kudu setimpal Iki !!!,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
631,"Tenang aja ibu/bapak,saya akan membalaskan dendam para dpr& koruptor.saya rela nyawa saya demi negeri ini Indonesia GK boleh ada yg korupsi atau pun sebagainya, Indonesia majuu❤",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
632,"Masaya Alloh, kasian ojol nyari duwit  , malah di lindas mobil😞",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
633,Al fatihah semoga kau tenang di sana dik affan.. justice for affan,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
634,"-Meningal demi membela kebenaran (mati syahid).
-wafat di hari kamis tgl 28 bulan 8 (dikubur hari Jum'at)
-di doakan hampir seluruh Indonesia,contoh seluruh masyarakat Bengkulu sholat berjamaah mendoakan almarhum termasuk gubernur Bengkulu ikut serta mendoakan beliau.
MASYAALLAH AMALAN APA YANG KAMU PERBUAT SELAMA DIDUNIA INI NAK ZUKIFLI.(surga menantimu)",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
635,Kirain abang ojeknya lagi ikut demo. Ternyata dia terjebak di situ dan malah jadi korban. Innalilahi...,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
636,Polis ni dimana² negara pun sama...kurang ajar,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,0,1,0,0,0,0,1,0,1,0
637,Brimob iblis,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,1,0,0,0,0,0,1,1,0,0
638,"ya allha kok bisa going ni sih
😢😢😢",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
639,Dari pada itu Brimob kita bilang pembunuh,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,1,0,0,0,0,0,1,1,0,0
640,Padahal gak lagi demo😢😢,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
641,Berikanlah keadilan baginya,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
642,punya sim ga ya yg nyetir🤔,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
643,Uang DARAH 300 jt > HARUS DIBERIKAN PD KELUARGA !!!!!😊😮😢😢😢,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
644,"Mungkin ini cara Allah SWT untuk menunjukan KPD kita smua bahwa institusi polri ini sudah menjadi membunuh bagi rakyat yg d perintah oleh DPR pejabat"" dan bahkan pemerintah sebnrya kita sadar ga sih????? Jawab gw anjing seandainya kalian d posisi almarhum Affan😢.mungkin kalian polri DPR  pejabat"" dan pemerintah slma melakukan kejahatan kalian bisa menghilangkan barang bukti dan skrng Allah menunjukan kekuasaannya bahwa porli sejahat dan sekejam itu tanpa ada ny barang bukti yg bisa d hilangkan dan di tutup""pi lagi. Semoga para pemimpin"" d negeri ini sadar dan meminta ampun KPD Allah SWT tuhan semesta alam. bubarkan DPR,la Haula walakuwata ilabilahilaliyul azim kunfayakun",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,0,1,1,0,0,0,0,0,1,0
645,Bknye tulang punggung tpi tulang pnttat,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
646,Jakarta timur di senen demo  terus capek tau nah terus kenapa harus ditabrak sih ojol nya aku tanya karna apa bisa demo ???,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
647,Mana yang nabrak cuman dipenjara 20 hari emang tolol polosinya,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,1,0,0,0,0,0,1,1,0,0
648,Kerjam 😢,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
649,"Hikmah besarnya adalah, keluarga Affan di kunjungi oleh orang-orang besar Indonesia, mulai dari Presiden, gubernur, Ketua DPR, menteri, Pak Anis. Bahkan diberi rumah oleh Presiden. Aku saja tidak pernah berani berhayal kalau rumahku bakal dikunjungi orang-orang besar. Kalau Allah mau merubah nasib orang-orang atau keluarga, bisa saja dalam sekejap akan terjadi. Siapapun mereka. Walaupun harus ada yang menjadi korban. 😢 Dan 7 polisi di mobil itu, dalam sekejap pula nasib mereka berubah drastis menjadi buruk.",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
650,"Kasihan banget, masih kecil",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
651,Dasar mobil polici gak bertanggung jawab polici gak adill banget,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,0,1,0,0,0,0,1,0,1,0
652,sama aja di tetangga mu. yg terbaru  yg miskin mati tanpa dihormati. yg kaya pembunuh di kagumi,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,1,0,0,0,0,0,1,1,0,0
653,"Kalau kat Malaysia tentang Zara Qarina.😭

Di Indonesia tentang Arfan Kurniawan.😭

Indonesia, kita mengalami nasib yang sama. Koruptor di pelihara 😭😭 bangkit saudara ku sebangsa dan seiman!!",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
654,Yang sakit sebelah mana,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
655,Udah digaji oleh rakyat ditabrak pakai mobil rakyat dasar penipu rakyat,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,1,0,0,0,0,0,1,1,0,0
656,SEMUA INI SALAH DPR,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
657,Semuanya  hanya sebatas omon2 makanya negara kacau balau,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,1,0,0,0,0,0,1,1,0,0
658,"Innalillahi wainnailaihi roji'un, husnul khotimah untuk Affan Kurniawan✨",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
659,Hukum mati polisi yg melakukan,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,0,1,0,0,0,0,1,0,0,1
660,Ya Allah segera tegakkan keadilan dinnegeri ini,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
661,Kok aku greget ya yang nabrak nya 🙂,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
662,BUBarkan juga polisi yg punya hati....,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,0,1,0,0,0,0,1,0,0,1
663,Kok Indonesia makin parah.. Suara di balas oleh nyawa...,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,0,1,0,0,0,0,1,0,1,0
664,"BPK. AFFAN KURNIAWAN BIN ZUKIFLI

LAHIR: JULI 18, 2004
WAFAT: AUGUSTUS 28, 2025

MENINGGAL TAHUN 21",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
665,Yg ngelindes ga punya OTAK apa?,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,0,1,0,0,1,0,1,0,1,0
666,Itu sengaja pembunuhan,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
667,Polisi macam apah ituh akuh sangat sedih melihat nya 😢 2:51,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
668,Insak Allah sahid,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
669,ya Allah semoga apan ditempatkan disurga khusnulkhatimah,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
670,"Semoga Alm Affan di terima iman Islam nya,di ampuni segala dosa nya, di lapangkan dn di tenangkan di 'alam kubur nya,serta mendapatkan Rahmat kubur dn nikmat kubur..
Dan semoga kluarga yg di tinggalkan nya di berikan kasabaran, ketabahan,dn keikhlasan 🤲😢
اللهم اغفر له و ارحمه و عا فه واعف عنه 🤲",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
671,ada yang bilang ini kelindas tapi harus tetep inget kalo ini itu di lindes bukan kelindas,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
672,Akasihanbangetabangnya🥺🥺🥺🥺🥺,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
673,Uya kuya eko patriottt awal mula demu jd macet,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
674,"Bangsat itu yang nggiles.nyawa harus di balas nyawa.itu sih kalau hukum Indonesia masih adil.sekarang hukum Indonesia tumpul ke atas tajam ke bawah
Sungguh miris",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,0,1,0,0,0,0,1,0,1,0
675,Affan pahlawan Demokrasi,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
676,Ya allah. Kronologinya gmn sih kok bisa,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
677,mas affan adalah pejuang keadilan,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
678,afan jd nanggung dr 7 org. emng  yg 6 org krg sehat gak bisa krj ta. knp semua harus nangung  urus 6 org,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
679,"Kalo mau jadi negara asia yg maju tiru cina, korea, jepang, taiwan. Gajinya dpr/pejabat hanya 3-4 kali umr. kalo gak bisa sejahterakan lebih baik mundur. kalo gak niru tetap aja jadi negara mafia, negara bedebah, negara radikal terhadap rakyat, negara gak peduli rakyat.",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,0,1,0,0,0,0,1,0,1,0
680,😭 indonesia udah gak aman,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,1,0,0,0,0,0,1,1,0,0
681,Ptk anjir Yang nabrak ngapain juga dia dilandas sih bodoh,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,1,0,0,0,0,0,1,1,0,0
682,"Dengan bangga mengatakan akan menghukum 7 pelaku, nampak x pemimpinnya mau lepas tangan😂",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
683,Si kocak kenapa tadi stop ini malah langsung lagi k***** itu dia lagi kenapa ditabrak lagi bego bego ibu harap jadi polisi k******** ini cepat pengadilan 🤬,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,1,0,0,0,0,0,1,1,0,0
684,SMG berkumpul dengan nabi Muhammad Saw selama nya Aamiin ya Allah,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
685,"skrng mah demo nya gak usah jauh2 deh, cukup gak usah bayar pajak aja hehehehe",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
686,"Bingung2.. Bukannya bertambah baik setelah diganti Presidennya,..malah makin gak benar jadinya...berat2...",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
687,Affan baru masuk umur 21 tahun 1 bulan 10 hari ya Allah secepat itu Affan meninggal dunia 😭,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
688,"Imi baru berita yang benar , di chanel lain terlindas katanya , padahal sengaja dilindas",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
689,hukum mati aj itu brimob... brimob ajeng,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,1,0,0,0,0,0,1,1,0,0
690,Kejam bangat,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
691,"Jelas divideo dia ditabrak,dia sempat bangun dan ada waktu utk diselamatkan,eh malah dilindas,ini msh bulan Agustus lho masih suasana bulan kemerdekaan, kemerdekaan buat siapa sih?owh buat yg joget2 itu ya??yg sekarang ongkang2 kaki drmhnya tnpa rasa empati dan tak ada rasa berdosa..",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
692,"KL manusia kehilangan hati, apa saja bisa terjadi tanpa rasa salah, apa itu gambaran aparat kita?",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
693,Selamat jalan alm. Affan kurniawan,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
694,Bubarkan polisi,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,0,1,0,0,0,0,1,0,0,1
695,Sy beritahu ya sy tau AKEH hal mistis sebenere apan QQ QQ,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
696,Institusi seragam coklat emang dri dlu penuh masalah tpi gk ada perbaikan malah nambah masalah trus,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,0,1,0,0,0,0,1,0,1,0
697,Drivernya jg hrs dilindas..biar impas dan tahu rasanya yg dirasan affan,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
698,"Bingung berita nya simpang siur ada yg ngomong terlindas ada yg ngomong dilindas, channel ini pun sama saja bikin bingung awal berita di lindas di tengah berita terlindas mana sich yg bener.",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
699,"Bertanya dgn nada paling rendah: ""Menteri HAM kemana ya? Diem aja """,https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,1,1,0,0,0,0,0,1,1,0,0
700,"Bawa sini brimok ke, ayok di kelindes dek aspal rame""",https://youtu.be/h2yvge1tHKg?si=L_f_rzchF1BK0Q2i,0,0,0,0,0,0,0,0,0,0,0
701,paling berkedok demo,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
702,Ngeri 1998,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
703,Ini yg bakar pasti klompok2 yg profesional bisa bakar mall . Orang suruan ini mah,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,0,0,0,1,0,1,0
704,Alfatihah untuk pak harto n ibu Tien,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
705,Cerita masih salah 😅😅😅,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
706,Kangenbwakrubkata 98 koh. Kapan akaan terjadi lagi seperti 98 yah,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
707,Genk solo nih,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
708,Mungkin keturunan para pemerkosa sudah mendapatkann karmanya..,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,0,0,0,1,0,1,0
709,"Tau kan ""masa tidak dikenal membuat kekacauan"" itu siapa?",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
710,"Sadis sekali ,, ikut prihatin mendengar tentang penjarahan apalagi permekosaan, 😢",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
711,sekarang rakyat harus fokus jarah rumah pejabat koruptor saja   ....,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,0,0,0,1,0,0,1
712,"Sejarah yg pjg dan luar biasa dari mahasiswa 98, tp demokrasi skg malah dirusak lagi. 😅",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
713,"Pemerintahan saat ini lbih parah dr 98, jd mohon hati2 para tikus karena penyebab teejadinya demo karena elit politiknya gak bener.",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,0,0,0,1,0,1,0
714,Ahok adalah contoh tionghoa yang betapa dicintainya dia dari pribumi Indonesia sekalipun di fitnah,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
